stable_identity,defining_plugin,local_formid,runtime_formid,winning_plugin,editor_id,display_name,race,creature_type,sex,model,voice_type,template,placed_references,leveled_references,dialogue_references,total_references,deleted,initially_disabled,classification,classification_reason,profile_id
FalloutNV.esm|000ABD83,FalloutNV.esm,000ABD83,000ABD83,Fallout3.esm,OurLadyHopeMisterHandy,Mister Handy,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterHandyDC [VTYP:06019FDC],CrMisterHandyDC [CREA:0602977A],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000AC5F3,FalloutNV.esm,000AC5F3,000AC5F3,Fallout3.esm,OurLadyHopeLvlSupermutantGun01,,,,unknown,,,EncSuperMutantGunDC [LVLC:0602359F],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|000AE225,FalloutNV.esm,000AE225,000AE225,TaleOfTwoWastelands.esm,LDFortCDeadGhoul01,Feral Ghoul,,,unknown,Creatures\GhoulDC\Skeleton.nif,CreatureFeralGhoulDC [VTYP:0607AE96],CrFeralGhoul1ADC [CREA:0609FAFA],0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,feral_ghoul
FalloutNV.esm|000AE86C,FalloutNV.esm,000AE86C,000AE86C,Fallout3.esm,HazmatMutantTraveler,,,,unknown,marker_creature.nif,,LvlSupermutantMeleeDC [CREA:0603A6FE],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|000AEC21,FalloutNV.esm,000AEC21,000AEC21,TaleOfTwoWastelands.esm,RavenRockCrSentryBotMGEnclave,Enclave Sentry Bot,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],CrSentryBotMGDC [CREA:0605F9CA],0,0,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000AEC22,FalloutNV.esm,000AEC22,000AEC22,TaleOfTwoWastelands.esm,RavenRockCrSentryBotGLEnclave,Enclave Sentry Bot,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],CrSentryBotGLDC [CREA:0601CF8A],0,0,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000AEC4D,FalloutNV.esm,000AEC4D,000AEC4D,FalloutNV.esm,RavenRockLvlTurretEnclave,,,,unknown,,,EncTurretEnclave [LVLC:00086476],0,0,0,4,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000AEC51,FalloutNV.esm,000AEC51,000AEC51,FalloutNV.esm,RavenRockLvlTurretCeiling02,,,,unknown,,,EncTurretCeiling [LVLC:000A8A5D],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000AF5E4,FalloutNV.esm,000AF5E4,000AF5E4,TaleOfTwoWastelands.esm,RavenRockCrSentryBotMGEnclave02,Enclave Sentry Bot,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],CrSentryBotMGDC [CREA:0605F9CA],0,0,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000AF5E5,FalloutNV.esm,000AF5E5,000AF5E5,TaleOfTwoWastelands.esm,RavenRockCrSentryBotGLEnclave02,Enclave Sentry Bot,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],CrSentryBotGLDC [CREA:0601CF8A],0,0,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000AF619,FalloutNV.esm,000AF619,000AF619,TaleOfTwoWastelands.esm,AudioTemplateRadScorpion,AudioTemplateRadScorpion,,,unknown,,VoiceDoNotRecordF [VTYP:00094EED],,0,0,0,59,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
FalloutNV.esm|000AF836,FalloutNV.esm,000AF836,000AF836,TaleOfTwoWastelands.esm,RavenRockCrDeathClawEnclave01,Deathclaw,,,unknown,Creatures\DeathClaw\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDeathClaw [CREA:0001CF9A],0,0,0,4,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,deathclaw
FalloutNV.esm|000B037F,FalloutNV.esm,000B037F,000B037F,FalloutNV.esm,AudioTemplateAntQueen,AudioTemplateAntQueen,,,unknown,,VoiceDoNotRecordF [VTYP:00094EED],,0,0,0,22,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
FalloutNV.esm|000B0448,FalloutNV.esm,000B0448,000B0448,FalloutNV.esm,LvlTurretCeiling3000,,,,unknown,,,EncTurretCeiling [LVLC:000A8A5D],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000B15F9,FalloutNV.esm,000B15F9,000B15F9,FalloutNV.esm,LvlTurretCeiling1024Robot,,,,unknown,marker_creature.nif,,LvlTurretCeiling1024 [CREA:000251AA],0,0,0,15,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000B16AE,FalloutNV.esm,000B16AE,000B16AE,TaleOfTwoWastelands.esm,genericPodProtectron,Protectron,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectronDC [VTYP:06019FDA],CrProtectronDC [CREA:0601CF8F],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000B25A6,FalloutNV.esm,000B25A6,000B25A6,FalloutNV.esm,LvlTurretCeiling1024Outcast,,,,unknown,marker_creature.nif,,LvlTurretCeiling1024 [CREA:000251AA],0,0,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000B2A49,FalloutNV.esm,000B2A49,000B2A49,TaleOfTwoWastelands.esm,AudioTemplateSentryTurret,AudioTemplateSentryTurret,,,unknown,,,,0,0,0,68,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000B69D4,FalloutNV.esm,000B69D4,000B69D4,FalloutNV.esm,LvlTurretCeiling1024Wasteland,,,,unknown,marker_creature.nif,,LvlTurretCeiling1024 [CREA:000251AA],0,0,0,3,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000B9A38,FalloutNV.esm,000B9A38,000B9A38,YUPTTW.esm,LvlChupacabraNightkin,Nightkin,,,unknown,,CreatureSuperMutant [VTYP:00019FD9],EncSuperMutantNightkinGun [LVLC:0007EA2E],0,0,9,10,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
FalloutNV.esm|000B9B5C,FalloutNV.esm,000B9B5C,000B9B5C,Fallout3.esm,ArlingtonLibraryTurretCeilingRaider,,,,unknown,marker_creature.nif,,LvlTurretCeiling768Raider [CREA:000ABD6F],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000B9C16,FalloutNV.esm,000B9C16,000B9C16,TaleOfTwoWastelands.esm,NightkinGunDEAD,Nightkin,,,unknown,Creatures\SMSpineBreaker\Skeleton.nif,CreatureSuperMutant [VTYP:00019FD9],CrSuperMutant1GunA [CREA:0001CF93],0,0,0,3,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
FalloutNV.esm|000BAC89,FalloutNV.esm,000BAC89,000BAC89,FalloutNV.esm,REPCONPatrolNightkinGunKey,Nightkin Jailer,,,unknown,,,EncSuperMutantNightkinGun [LVLC:0007EA2E],0,0,0,1,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
FalloutNV.esm|000BAE92,FalloutNV.esm,000BAE92,000BAE92,TaleOfTwoWastelands.esm,GenericFactoryProtectron,Factory Protectron,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectronDC [VTYP:06019FDA],CrProtectronDC [CREA:0601CF8F],0,0,21,25,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000BBA30,FalloutNV.esm,000BBA30,000BBA30,TaleOfTwoWastelands.esm,CrRadroachDEAD,Radroach,,,unknown,Creatures\Radroach\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,radroach
FalloutNV.esm|000BCC4D,FalloutNV.esm,000BCC4D,000BCC4D,BrokenSteel.esm,CagedDeathclawEnclave,Deathclaw,,,unknown,Creatures\DeathClaw\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDeathClaw [CREA:0001CF9A],0,0,0,12,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,deathclaw
FalloutNV.esm|000BE2E8,FalloutNV.esm,000BE2E8,000BE2E8,FalloutNV.esm,LvlTurretCeilingFrenzied1024,,,,unknown,,,EncTurretCeiling [LVLC:000A8A5D],0,0,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000BF5B8,FalloutNV.esm,000BF5B8,000BF5B8,TaleOfTwoWastelands.esm,DeadAnt1,Giant Ant,,,unknown,Creatures\GiantAnt\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrAnt1Worker [CREA:0001CF81],0,0,0,5,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
FalloutNV.esm|000C18D4,FalloutNV.esm,000C18D4,000C18D4,TaleOfTwoWastelands.esm,DEADDeathClawEnclave,Deathclaw,,,unknown,Creatures\DeathClaw\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDeathClawEnclave [CREA:0001CF72],0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,deathclaw
FalloutNV.esm|000C1970,FalloutNV.esm,000C1970,000C1970,Fallout3.esm,SewardSqAmbush01LvlSupermutantMelee,,,,unknown,,,EncSuperMutantMeleeDC [LVLC:0603A14A],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|000C1978,FalloutNV.esm,000C1978,000C1978,Fallout3.esm,SewardSqAmbush02LvlSupermutantMelee,,,,unknown,,,EncSuperMutantMeleeDC [LVLC:0603A14A],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|000C290A,FalloutNV.esm,000C290A,000C290A,Fallout3.esm,SewardSqLvlSupermutantMinigun01,,,,unknown,,,EncSuperMutantMinigunDC [LVLC:06092C53],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|000C3280,FalloutNV.esm,000C3280,000C3280,Fallout3.esm,DCSDeathClaw,Deathclaw,,,unknown,Creatures\DeathClaw\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDeathClaw [CREA:0001CF9A],0,0,0,10,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,deathclaw
FalloutNV.esm|000C3B2E,FalloutNV.esm,000C3B2E,000C3B2E,TaleOfTwoWastelands.esm,AudioTemplateMirelurkKing,AudioTemplateMirelurkKing,,,unknown,,VoiceDoNotRecordF [VTYP:00094EED],,0,0,0,25,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
FalloutNV.esm|000C3EC4,FalloutNV.esm,000C3EC4,000C3EC4,FalloutNV.esm,VaultTecHQRobot,,,,unknown,,,EncRobot [LVLC:000235A0],0,0,0,12,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000C3EC5,FalloutNV.esm,000C3EC5,000C3EC5,TaleOfTwoWastelands.esm,VaultTecHQTurretCeiling1024Robot,,,,unknown,marker_creature.nif,,LvlTurretCeiling1024 [CREA:000251AA],0,0,0,9,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000C47D1,FalloutNV.esm,000C47D1,000C47D1,Fallout3.esm,FFER15Brahmin,,,,unknown,,,VarBrahminPackDC [LVLC:060A4E5F],0,0,0,3,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|000C48F2,FalloutNV.esm,000C48F2,000C48F2,FalloutNV.esm,LvlWastelandMoleRat,,,,unknown,,,EncWastelandMoleRat [LVLC:000C48EF],0,0,0,2,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|000C58EF,FalloutNV.esm,000C58EF,000C58EF,FalloutNV.esm,MS04CrAnt3Warrior,Fire Ant Warrior,,,unknown,Creatures\GiantAnt\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,2,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,fire_ant_warrior
FalloutNV.esm|000C595E,FalloutNV.esm,000C595E,000C595E,TaleOfTwoWastelands.esm,FriendshipCaptiveRadroach,Radroach,,,unknown,Creatures\Radroach\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrRadroachDC [CREA:0601CF7C],0,0,0,5,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,radroach
FalloutNV.esm|000C5BAE,FalloutNV.esm,000C5BAE,000C5BAE,FalloutNV.esm,MS04CrAnt3MarigoldWarrior,Fire Ant Warrior,,,unknown,Creatures\GiantAnt\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,2,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,fire_ant_warrior
FalloutNV.esm|000C6058,FalloutNV.esm,000C6058,000C6058,Fallout3.esm,RedRacerSupermutantGun,,,,unknown,,,EncSuperMutantGunDC [LVLC:0602359F],0,0,0,6,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|000C7265,FalloutNV.esm,000C7265,000C7265,Fallout3.esm,TakomaLvlSupermutantMissile01,,,,unknown,,,EncSuperMutantMissileDC [LVLC:06092C50],0,0,0,1,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|000C729C,FalloutNV.esm,000C729C,000C729C,FalloutNV.esm,LvlTurret2048,,,,unknown,,,EncTurret [LVLC:0007D40F],0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000C72C9,FalloutNV.esm,000C72C9,000C72C9,Fallout3.esm,TakomaArtilleryLvlSupermutantGun,,,,unknown,,,EncSuperMutantGunDC [LVLC:0602359F],0,0,0,3,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|000C79DE,FalloutNV.esm,000C79DE,000C79DE,TaleOfTwoWastelands.esm,LDJuryBossPet,Pumpkin,,,unknown,Creatures\MoleRat\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrMoleRat [CREA:0001CF9F],0,0,0,1,false,false,exclude_unused,A maintained named biography already exists; do not duplicate it.,
FalloutNV.esm|000C8063,FalloutNV.esm,000C8063,000C8063,TaleOfTwoWastelands.esm,DeadAnt2,Fire Ant,,,unknown,Creatures\GiantAnt\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],MS04CrAnt2Soldier [CREA:000393ED],0,0,0,3,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,specialized_ant
FalloutNV.esm|000C8231,FalloutNV.esm,000C8231,000C8231,TaleOfTwoWastelands.esm,wastelandRoachKingRoach,Radroach,,,unknown,Creatures\Radroach\skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrRadroachDC [CREA:0601CF7C],0,0,0,9,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,radroach
FalloutNV.esm|000C8513,FalloutNV.esm,000C8513,000C8513,TaleOfTwoWastelands.esm,TheDevilsThroatSuperMutantDead,Super Mutant,,,unknown,Creatures\SMSpineBreaker\Skeleton.nif,CreatureLowIntSM [VTYP:0014377C],CrSuperMutant1MeleeA [CREA:0003A147],0,0,0,4,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
FalloutNV.esm|000C938B,FalloutNV.esm,000C938B,000C938B,FalloutNV.esm,DogScavenger,Prospector's Dog,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDog [CREA:0001CF9C],0,0,0,9,false,false,exclude_unused,"Template, corpse, test, cut, or non-reachable archetype record without a distinct new roleplay profile.",
FalloutNV.esm|000CAAC0,FalloutNV.esm,000CAAC0,000CAAC0,Fallout3.esm,PotomacGuardLurks01,,,,unknown,,,EncMirelurk [LVLC:000235A2],0,0,0,3,false,false,exclude_not_actor,Ambient/scenery actor or record without a usable identity.,
FalloutNV.esm|000CAADA,FalloutNV.esm,000CAADA,000CAADA,Fallout3.esm,SamuelFeralGhoulGlowingOne,Samuel,,,unknown,Creatures\Ghoul\Skeleton.nif,CreatureFeralGhoulDC [VTYP:0607AE96],CrFeralGhoulGlowingOneDC [CREA:0601CF7B],0,0,0,2,false,false,exclude_unused,A maintained named biography already exists; do not duplicate it.,
FalloutNV.esm|000CAFF8,FalloutNV.esm,000CAFF8,000CAFF8,FalloutNV.esm,BrahminWasteland,Brahmin,,,unknown,Creatures\Brahmin\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrBrahmin [CREA:0001CFA2],0,0,0,4,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,brahmin
FalloutNV.esm|000CD133,FalloutNV.esm,000CD133,000CD133,YUPTTW.esm,VNovacCrBrahmin,Brahmin,,,unknown,Creatures\Brahmin\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],,0,0,0,3,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,brahmin
FalloutNV.esm|000CD22C,FalloutNV.esm,000CD22C,000CD22C,TaleOfTwoWastelands.esm,GibsonDog01,Basura,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],CrDog [CREA:0001CF9C],0,0,0,6,false,false,exclude_unused,A maintained named biography already exists; do not duplicate it.,
FalloutNV.esm|000CD22D,FalloutNV.esm,000CD22D,000CD22D,FalloutNV.esm,GibsonDog02,Colmillo,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],GibsonDog01 [CREA:000CD22C],0,0,0,2,false,false,exclude_unused,A maintained named biography already exists; do not duplicate it.,
FalloutNV.esm|000CD22E,FalloutNV.esm,000CD22E,000CD22E,FalloutNV.esm,GibsonDog03,Fiel,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],GibsonDog01 [CREA:000CD22C],0,0,0,2,false,false,exclude_unused,A maintained named biography already exists; do not duplicate it.,
FalloutNV.esm|000CD22F,FalloutNV.esm,000CD22F,000CD22F,FalloutNV.esm,GibsonDog04,Audaz,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],GibsonDog01 [CREA:000CD22C],0,0,0,2,false,false,exclude_unused,A maintained named biography already exists; do not duplicate it.,
FalloutNV.esm|000CD230,FalloutNV.esm,000CD230,000CD230,FalloutNV.esm,GibsonDogRey,Rey,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],GibsonDog01 [CREA:000CD22C],0,0,2,3,false,false,exclude_unused,A maintained named biography already exists; do not duplicate it.,
FalloutNV.esm|000CD231,FalloutNV.esm,000CD231,000CD231,FalloutNV.esm,GibsonDog06,Reina,,,unknown,Creatures\Dog\Skeleton.nif,VoiceDoNotRecordF [VTYP:00094EED],GibsonDog01 [CREA:000CD22C],0,0,0,1,false,false,exclude_unused,A maintained named biography already exists; do not duplicate it.,
FalloutNV.esm|000CD345,FalloutNV.esm,000CD345,000CD345,TaleOfTwoWastelands.esm,CrFeralGhoulGlowingOneDEAD,Glowing One,,,unknown,Creatures\Ghoul\Skeleton.nif,CreatureFeralGhoul [VTYP:0007AE96],,0,0,0,1,false,false,include_nonverbal,Reachable official non-verbal creature mapped to a reviewed archetype.,glowing_one
FalloutNV.esm|000CD59C,FalloutNV.esm,000CD59C,000CD59C,TaleOfTwoWastelands.esm,NightkinMeleeDEAD,Nightkin,,,unknown,Creatures\SMSpineBreaker\Skeleton.nif,CreatureSuperMutant [VTYP:00019FD9],CrSuperMutant1GunA [CREA:0001CF93],0,0,0,4,false,false,exclude_talking,Conversational humanoid or intelligible speaking creature.,
FalloutNV.esm|000CE6EA,FalloutNV.esm,000CE6EA,000CE6EA,FalloutNV.esm,CrMisterHandyNV,Crazed Mister Handy,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterHandy [VTYP:00019FDC],,0,0,0,9,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000DA498,FalloutNV.esm,000DA498,000DA498,TaleOfTwoWastelands.esm,NVCrTurret03Steel,Mark VI Turret,,,unknown,Creatures\SentryTurret\skeleton.nif,RobotEyebot [VTYP:00040D41],,0,0,0,5,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000E07D6,FalloutNV.esm,000E07D6,000E07D6,FalloutNV.esm,ARCHIMEDESTurret,,,,unknown,creatures\sentryturret\skeleton.nif,RobotEyebot [VTYP:00040D41],,0,0,0,2,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000E2886,FalloutNV.esm,000E2886,000E2886,YUPTTW.esm,PrimmSlim,Primm Slim,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectron [VTYP:00019FDA],,0,0,38,39,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000E2BFD,FalloutNV.esm,000E2BFD,000E2BFD,TaleOfTwoWastelands.esm,DLC03CrMisterGutsyEnclave,Enclave Mister Gutsy,,,unknown,Creatures\MisterGutsy\Skeleton.nif,RobotMisterGutsyDC [VTYP:06019FDD],CrMisterGutsyDC [CREA:06021EBD],0,0,0,8,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000E2BFE,FalloutNV.esm,000E2BFE,000E2BFE,TaleOfTwoWastelands.esm,DLC03CrProtectronEnclave,Enclave Protectron,,,unknown,Creatures\Protectron\skeleton.nif,RobotProtectronDC [VTYP:06019FDA],CrProtectronDC [CREA:0601CF8F],0,2,0,6,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000E2BFF,FalloutNV.esm,000E2BFF,000E2BFF,TaleOfTwoWastelands.esm,DLC03CrRobobrainEnclave,Enclave Robobrain,,,unknown,Creatures\Robobrain\skeleton.nif,RobotRoboBrainDC [VTYP:06019FDE],CrRobobrainDC [CREA:0601CF89],0,2,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000E2C00,FalloutNV.esm,000E2C00,000E2C00,TaleOfTwoWastelands.esm,DLC03CrSentryBotGLEnclave,Enclave Sentry Bot,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],CrSentryBotGLDC [CREA:0601CF8A],0,2,0,7,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000E2C01,FalloutNV.esm,000E2C01,000E2C01,TaleOfTwoWastelands.esm,DLC03CrSentryBotMGEnclave,Enclave Sentry Bot,,,unknown,Creatures\SentryBot\Skeleton.nif,RobotSentryBotDC [VTYP:06019FDB],CrSentryBotMGDC [CREA:0605F9CA],0,2,0,10,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000E2C02,FalloutNV.esm,000E2C02,000E2C02,TaleOfTwoWastelands.esm,DLC03CrTurret04,Mark VIII Turret,,,unknown,Creatures\SentryTurret\skeleton.nif,RobotEyebot [VTYP:00040D41],,0,2,0,10,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
FalloutNV.esm|000E2C03,FalloutNV.esm,000E2C03,000E2C03,TaleOfTwoWastelands.esm,DLC03CrTurret04Enclave,Mark VIII Turret,,,unknown,Creatures\SentryTurret\skeleton.nif,RobotEyebot [VTYP:00040D41],DLC03CrTurret04 [CREA:000E2C02],0,2,0,1,false,false,exclude_not_actor,Robot or automated turret reserved for the robot pass.,
